shop_name,lat,lon
Fintec,55.93355360923801,-3.2298460667523767
Owen and Co,55.933518477309946,-3.2297649167855034
Pollination,55.93348286603578,-3.229731773757399
Kharma Hair,55.933456397217306,-3.229682913146823
Blueberry Hill,55.93342992837901,-3.2296340526028566
Margiotta,55.93336800793903,-3.2295360471437182
Khublai Khan's Barbecue,55.97512261989409,-3.1658493804340537
China Town,55.9476074052823,-3.213493823415474
Blackwood Partnership,55.94740521138981,-3.213951876171967
The Devil's Scribe,55.947267157305035,-3.2142838283578454
Hughes Walker Solicitors,55.947185681533064,-3.214345329688468
Standard Life,55.95377601073991,-3.1200278160508903
Party Planet,55.95047472646957,-3.120428920882656
Ratho Surgery,55.9227442782301,-3.3783162128638695
Bridge Inn,55.923204905060295,-3.3789086890648092
Ian J. Mellis,55.95769965010992,-3.207851215558277
Stockbridge Kitchen,55.95770831890728,-3.207883520140852
Starbucks,55.9577259704366,-3.2079161045625404
Counselling Office,55.92561399608198,-3.2122621397171933
Griffen fitness,55.96571364758183,-3.176380224822851
A M Licensed Grocer,55.96659208667993,-3.177544366161078
Dental Lab,55.96661540774868,-3.176984343476273
Renewit,55.93462179221471,-3.246047808944903
B.M.,55.93459500616293,-3.2460309411078274
Kimmy's Caf‚,55.93455939934478,-3.2459977822888177
Beauteous,55.934523630639006,-3.245980626125722
Turkish Community Centre,55.934461399611315,-3.245914597136725
Balgreen Fryer Fish Bar,55.93442579276008,-3.245881438539906
MGA Academy of Performance Arts,55.934256741010614,-3.245715934797389
vacant,55.934016151477536,-3.2455161214621215
John Richards Landscape Architect,55.93398070632563,-3.2454669612416525
I Fire,55.933945099347376,-3.2454338034707475
William Hill,55.933910463139064,-3.245304631687813
vacant,55.93392090181814,-3.2451608987587766
Lucky Star,55.93755759156534,-3.2498401671177133
Downs Syndrome Scotland,55.937504507694996,-3.2497584122362424
Senga's,55.937442603502944,-3.249660364528256
U Save / post office,55.937380699230786,-3.2495623171333294
Pasha's,55.93731879487856,-3.249464270051458
Kevin Shaw Lighting Design,55.97536203259788,-3.1642861845315986
Jonathon Martin,55.97359643828828,-3.177052147186729
James Pringle Shopping Warehouse (Edinburgh Woollen Mill),55.97195318619711,-3.1797582112968774
Coda Music,55.94993506646081,-3.193212779986116
Chatime,55.94993615178687,-3.1931007151321578
Itailian on Mound,55.94987358225579,-3.193066762465162
Zebra Coffee Co.,55.949810857682934,-3.1930488191230575
I Love Scotland,55.949748288135446,-3.1930148666520535
The Markar's Rest,55.94991291365097,-3.1936444771871555
Bank of Scotland,55.92339362399448,-3.2910406580653477
Clydesdale Bank,55.923480094438865,-3.291363600262134
Makro,55.92792332123777,-3.2909512248018196
Food to Go,55.92536571634025,-3.300884762759916
Calor Shop,55.92676733302426,-3.2949299631837907
Maggie's Snack Bar,55.924336111653346,-3.3005301891919916
Topps Tiles,55.921600219989244,-3.2975260798589865
Direct Flooring,55.92190427603794,-3.2976642622828245
vacant,55.922038170448474,-3.297748751005719
Capital Hair & Beauty,55.922315110161776,-3.297902033242597
Arnold Clark,55.9274102033609,-3.302985908033383
Shapes,55.92610524843922,-3.293803572884645
Henrick's,55.94038052408346,-3.2036777301391988
The Apartment,55.94026265312586,-3.2037861440444018
Bruntsfield Physiotherapy,55.94021742640383,-3.203816761006983
Jet / MRH Retail,55.93986381288264,-3.2041419981405403
Pedals,55.939836551630776,-3.2041731719201536
Thomas H.G. Stewart,55.93981827315013,-3.2042046244338067
Totty Rocks,55.93975492429853,-3.2042506879964905
William Watt,55.93970040173253,-3.2043130351858617
Sirs Barber,55.939664627092924,-3.2042959150175023
Fantouche Vintage,55.9396471309499,-3.204247342554929
Matson Henderson Architects,55.93962963478746,-3.204198770135989
Gordon Stevenson Violins,55.93962127783996,-3.2041344715774795
Black Medicine Coffee Co.,55.93960362518407,-3.2041019041806615
vacant,55.93957792837351,-3.2039730284957813
Skool Is Out,55.93956925845461,-3.203940739922441
Katie's Diner,55.93955176217004,-3.2038921677379597
Port of Siam,55.95817042922018,-3.189942356791879
Q Store,55.9581609824806,-3.189990119159289
Broughton Deli & Cafe,55.9581513810653,-3.190053894176876
The Pond,55.9746496992001,-3.1607394627091594
The Beach House,55.95474215335787,-3.1105743329953293
Hamiltons,55.95308369609976,-3.1141302532076707
Scotmid,55.953505030457194,-3.114238449333674
citizens advice,55.95326668656409,-3.1137671595072494
Stephen McIntyre & Co Ltd.,55.95328508686596,-3.113719642182659
Halo,55.953348981275376,-3.1136093701160306
Flicks,55.95338578174017,-3.113514335069769
Butternut Squash,55.95330334242148,-3.1136881359149675
vacant,55.95452976841037,-3.111208881182552
vacant,55.95459380498591,-3.111082589790662
The Esplanade,55.95481170828336,-3.1108325788893363
Scotmid,55.88250136217209,-3.3388412366884954
The Ballerno Fry,55.882690861597546,-3.3387678279586397
Tony Harper,55.882668550547194,-3.3391667262287923
Planet Out,55.95758403031653,-3.1845906406262725
Taste of Italy,55.95765697043781,-3.184480748496562
Right Medicine,55.93504496689375,-3.19333121451446
City Couriers,55.935026226012866,-3.193410677666489
Blossom Beauty,55.93501646790231,-3.19349041698956
IMMS,55.934997726919285,-3.193569880005136
vacant,55.934941038342586,-3.1938562778196324
PSL TEAMSPORTS LTD.,55.96497749136369,-3.194989413627966
The Edinburgh Nursery,55.964655550081694,-3.192047808414781
City Brides,55.96482064812024,-3.191700441284274
The Edinburgh Nursery,55.96482064812024,-3.191700441284274
Caf‚ Morfal,55.95126194994585,-3.2192132844069397
The Waiting Room,55.92531832465081,-3.2103484409167096
Bellevue Express,55.962558189960134,-3.18871539330409
HMO Scotland,55.961505995977426,-3.190669464097082
Edinburgh Patchworks,55.961586841101244,-3.1906719469345255
No.1 Takeaway,55.975228480374874,-3.1670063241260147
William Hill,55.97525467042045,-3.167087235066111
Bernard's Bar,55.975299129533646,-3.167136647473234
Moda,55.97532547121319,-3.1672015387497034
Pierino's,55.97535181285809,-3.167266430114153
LG Beauty Clinic,55.97539581668371,-3.1673639026325318
Leith Print and Copy,55.975439972183686,-3.167445355427281
Cafe Marmalade,55.97549311047455,-3.167527079059816
China Palace,55.97573063796958,-3.168063048834218
Sainsbury's Local,55.97592066624925,-3.1688700129604945
Beets,55.975955685948264,-3.1689672177306645
Frosts,55.975999536445755,-3.1690807138562516
Flux,55.97603470795331,-3.16916189883272
Petals by the Shore,55.97606957542966,-3.1692751243453827
Royal Bank of Scotland,55.975599962290026,-3.1666809956587643
Clydesdale Bank,55.975643208224135,-3.1668585683086894
Mint Leaf,55.976082942537246,-3.167865346639354
Boom Barbers,55.97615968856156,-3.168300329737297
vacant,55.97611371125214,-3.1684111170746667
The Carriers Quarters,55.97611264805276,-3.168523258594029
SESH HAIRDRESSING LIMITED,55.97626886967499,-3.1691048647287983
Loaded,55.976293994417,-3.1692979212625967
Royal Bank of Scotland,55.901336685268774,-3.204771160613254
Taxassist Accountants,55.901417217832496,-3.2048056455929377
Zaid's Mini Market,55.90115765443908,-3.2047016341126593
Collars and Cuts,55.90047386377904,-3.2047923912199696
Craigdon Mountain Sports / Apres caf‚,55.89726301330886,-3.204181097596179
The Steading,55.89051743100423,-3.2011579705478317
SAFDAR SARDAR,55.94023551839425,-3.1199731368954833
Blackford Avenue Post Office,55.92747544481212,-3.1872087634655375
The Avenue Store,55.9274534683327,-3.187624214800026
The Veterinary Cat Clinic,55.92736456550181,-3.1875254667312882
Dog Aid Society of Scotland,55.92628422795535,-3.1858759892476187
Pentland Crown & Bridge,55.92590791533952,-3.183895989408239
The Paint Shed,55.92589117994525,-3.183767446294473
The 'A' Team (Adlec Electrical / James Adama Plumbers),55.92584051174399,-3.1834298157698306
Belle Cheveux,55.925823468410655,-3.183333271835633
vacant,55.95016616686914,-3.1860295486842714
Joanna's Place,55.95009476663488,-3.185979323146001
Edinburgh Lader,55.95004117791722,-3.185945656452216
Thia Therapy Centre / Hoeyyn Arts Gallery,55.94984463450175,-3.185827549135123
Rent-a-Bike (Cycle Scotland),55.949800028563274,-3.185794157492366
Old Town Tattoos,55.94953193052894,-3.1856418366871777
Black Bo's,55.949299455487726,-3.185522634281772
tete-a-tete,55.94913560766925,-3.1857418180738333
vacant,55.94908186479488,-3.1857241615138956
"vacant (formerly Zara, hot food take away)",55.94904624164561,-3.185691045246798
Transition (Turning Point Scotland),55.94937544376077,-3.187894997596011
The City Caf‚,55.94916976506087,-3.187792616411156
Mercat Tours,55.949164486003525,-3.187408125857641
Blair Street Sauna,55.94907527497463,-3.187341340219707
Patterson Bell,55.94903066944563,-3.1873079475168025
Cabaret Voltaire Bar,55.94894997834109,-3.1872894639670335
Royal Bank of Scotland,55.95768591985028,-3.184273409007221
Dofos Pet Centre,55.95767862987748,-3.184096997024744
The Bonaly Corner Shop,55.90106969257295,-3.2592863523032922
The Radiator Store,55.97300981627044,-3.1941314583432017
BUYRITE BATHROOMS,55.96927054960751,-3.183089239888612
Freeze Pro Shop,55.96879338448514,-3.183186827561847
The Cloth Shop,55.96893080239073,-3.1838479187077886
vacant,55.97270916641243,-3.1758715130572512
Fat Yankee's,55.97264598096334,-3.175901642642357
Best One,55.96927866945254,-3.1841148959989725
Amor,55.96922354132584,-3.184241387650947
vacant,55.96915896844233,-3.184415656209478
Bonnington Brunch,55.96913109633047,-3.18451093615053
The Bonnington,55.969103532081625,-3.184574181497867
Molly's Nursery,55.97022296702226,-3.182156969173546
Boswall Drive Post Office,55.975063129936316,-3.2193531126313704
vacant,55.975125691678784,-3.2193871302617016
Hairizon Hairdressing,55.97620056585572,-3.2224496705415473
Scotmid,55.976180534648485,-3.2226573628504447
Boswall Newsagent,55.976169803660056,-3.2228332985772834
Allan Campbell,55.976160185179864,-3.222897094777193
Day Today,55.97614031220486,-3.22308876671877
Greggs,55.97518135243312,-3.2381375978117437
Scotmid  Funeral Directors,55.97518920843814,-3.238250020802309
Lloyds TSB Scotland,55.97485060496223,-3.2379667856370085
MM News,55.97484049589934,-3.2380786336461616
Darins,55.97483985216889,-3.2381427107725473
Angela Rae,55.97483006484515,-3.2382225201493404
The Witchery,55.94881526275181,-3.19564442303193
vacant,55.96030819642683,-3.1703214875154857
Lloyds TSB Scotland,55.97109368609341,-3.208188499087073
Coral,55.97107301777511,-3.2075469428264882
Spiers Bar,55.97108325606648,-3.207419079410854
Elan Hairdressing,55.91978191803162,-3.167675648404169
vacant,55.919880578543946,-3.16769461676536
vacant,55.91599350304011,-3.208297808548268
Golf Shop,55.916206008508894,-3.2040323793050125
William Purves,55.924598892599306,-3.209493824218174
NC Tech,55.92401454025094,-3.2095236302884027
Lux Events,55.923906589708594,-3.2095362706279107
NC Tech,55.92382574464522,-3.20953375203557
Craig Booth,55.923627809120156,-3.2095595921775897
Craig Booth Electrical Contractors,55.92358273806458,-3.2095741912503866
Alasdair N. Morrison,55.923546649792236,-3.209589070142679
vacant,55.962219195185526,-3.200511083716127
Di Gorgio,55.96239828991813,-3.1996515929234524
Warriston Post Office,55.96237071796797,-3.1997148164831106
Kavelle,55.96230659121085,-3.1998409853293897
Gayfield Design,55.96226972450922,-3.1999359592202925
Forth Flooring,55.9622148922152,-3.2000303768385554
Blue Bear,55.962187476041336,-3.200077585547586
Edina Lock & Key Co.,55.962132175690584,-3.20022004553954
Phase,55.96209546469677,-3.200299004399006
John Hall,55.962049614886254,-3.200393699207123
Martinez Antiques,55.96202219857454,-3.2004409074577578
Beauty at Brandon Terrace,55.96200360898174,-3.200504407994173
Sandy Jones,55.96197619262801,-3.200551616110388
The Art Club,55.96193034262514,-3.200646310327818
Coffee Angel,55.9618936313607,-3.200725268371618
Pasha,55.94594787261911,-3.204971338555883
Barber Shop,55.94594912514477,-3.204843278146167
City Grill Steakhouse,55.94595006445171,-3.204747232832213
Bento Ya,55.945950847150286,-3.2046671950662193
Jazz Tattoos,55.94595147327175,-3.2046031648505697
Amusements,55.94595288192341,-3.2044590968560707
Home Taste,55.94595397742494,-3.204347043962575
Duncan McLaren,55.94594655948033,-3.2041866895490934
Caf‚ Plus,55.945947498275515,-3.204090644218327
The Heathly Life Centre,55.94594843699584,-3.203994598881852
Blue Blazer,55.94594743032349,-3.2031779346869427
vacant,55.94593149703353,-3.2029692792693862
vacant,55.94593259118017,-3.2028572263763677
vacant,55.945933216361084,-3.2027931961483
Smooch,55.945933685224944,-3.202745173475585
vacant,55.94593431034764,-3.202681143243081
Buro Happold,55.94593493543709,-3.2026171130080416
Digital Design Scotland,55.94593587300888,-3.2025210676507294
"Mission Hair
Mission Hair",55.94593681050582,-3.2024250222877155
Stand Up caf‚,55.94593759169611,-3.2023449844808463
Kingfisher,55.945930014931,-3.2022006380405332
Main Point Book,55.94593126457724,-3.202072577559534
Tattoo Studio Edinburgh,55.945931889350454,-3.202008547315233
Crown Ciouture,55.94568799862897,-3.204899217285445
West End Veterinary Partnership,55.94569886001821,-3.2047074069039487
Babelious,55.94570136438069,-3.2044512876929607
Medusa,55.945702772850694,-3.2043072206189285
The Chanter,55.94569043950286,-3.2037303947350355
Porteous,55.90714099592349,-3.2569396937678734
MacKenzies,55.90766687596619,-3.25559698482681
Pizza Connection,55.90761134917515,-3.2557551574338697
Colinton Hair Design,55.90760204032327,-3.2557868499734655
Fanelli's Delicatessen & Coffee Shop,55.90753736751509,-3.255960723063925
Colinton Inn,55.907445583361394,-3.256149715628703
Citidogs,55.907417330153535,-3.2562767752472968
Java Moment,55.90740785799836,-3.256324458866886
Canine Cuts,55.90745277125301,-3.2563259112959977
D. Sykes,55.907406715749566,-3.256436398413769
Interior Solutions,55.90739724353281,-3.2564840819805427
Mathur's Colinton Convenience Store,55.90737797263168,-3.2566114317446835
Brown Associates,55.90736784747282,-3.2567230806159855
T.H. Downes,55.90735804868345,-3.2568027467459872
Moodz,55.907348249842705,-3.2568824128350813
Colinton Post Office,55.90735968373746,-3.2575226476851173
Colinton Village Pharmacy,55.90736768638704,-3.2576188864897264
Dantes Tratoria,55.90737258490565,-3.2580189608135335
Colinton Arts,55.907371277710695,-3.2581468915243743
Peaches of Colinton Beauty Salon,55.90737927987171,-3.2582431304790425
Colinton Opticians,55.90737862617435,-3.2583070958413023
vacant,55.90737780900599,-3.2583870525404075
Royal Bank of Scotland,55.90738532061551,-3.258531265583524
vacant,55.9390202400745,-3.4074721516555417
Newbridge Inn,55.93935387596333,-3.4081566810839137
Budget Appliances,55.939091932844214,-3.4082752554898237
vacant,55.93910613857402,-3.4054579988235916
vacant,55.93894245276114,-3.4056281799397254
Autoland Car Sales,55.93893511421418,-3.4054838241370806
vacant,55.95263164771199,-3.114437566785073
La Favorita,55.952604408921395,-3.11446881402136
Martha's Attic,55.952586153168085,-3.1145003193557113
Chiko's,55.95254964163757,-3.114563329935477
Bonoful,55.95248574638225,-3.1146735981647278
Brian F. Forde,55.95242199589812,-3.1147678552984597
Shapes,55.95239461215151,-3.114815112855746
Assembly Checkpoint,55.94625566977633,-3.1899451386452764
John Donald & Co.,55.94645809894335,-3.190383688116963
El Falafel,55.945951027091795,-3.1898557320256797
Napiers Dispensary,55.945889074995996,-3.189757757696726
Napiers Dispensary,55.94584508845605,-3.189660334629145
Nat West,55.94493842090878,-3.1886397891344482
Bank of Scotland,55.946136224919044,-3.188356241456449
Potter Shop,55.9461083499204,-3.1884514622133864
Baristo,55.94576033603749,-3.188200616092877
Santander,55.945788056456855,-3.1881214035866963
Ballentine Cashmere,55.94922620041804,-3.1931109048341852
Elgin Cashmere,55.94920699443424,-3.193238423933447
The Deacon's House,55.94918144144768,-3.1930935143417973
CC Express,55.938104097408946,-3.2918022024402407
Kissa,55.93806934228857,-3.2916889799130153
Top Tan,55.938043233926315,-3.2916080640906986
vacant,55.93608962925622,-3.2850916022310157
HMR Convenience Store,55.93603623507848,-3.285041808576229
Bell Hair,55.93598300782709,-3.2849760121039275
Community One Stop Shop,55.928576493074054,-3.2791609402125435
Crow bakers,55.92848716618739,-3.2791099805244044
Post Office,55.92843376944198,-3.2790602049680677
vacant,55.92839800543963,-3.2790430212070247
Broomhouse Minimarket,55.92836224143453,-3.2790258374780996
vacant,55.928237316619125,-3.278941694978453
Premier Stores,55.92448378624311,-3.2812986217717826
Soul Cycles,55.94288352117145,-3.2013216898024774
Red Hot & Blue,55.94283024882673,-3.201255995804819
machine expresson,55.94279478593664,-3.2012068644828275
Bombay Bicycle Club,55.942590366778454,-3.2009763812433856
International Bar,55.94232752504411,-3.201208408790865
786 Wholesale & Retailers,55.94249616874934,-3.2014217728550034
vacant,55.94267379485559,-3.201635416991694
vacant,55.94264715877066,-3.201602569935658
Ong Gie,55.94273589363674,-3.2017173957133034
Passorn,55.94278018295149,-3.2017828119309732
no name on fascia,55.9427978362042,-3.2018153809678793
Co-operative Pharmacy,55.94285110824778,-3.20188107567372
vacant,55.94343240953903,-3.203083925173807
Brougham Foot Clinic,55.94325713022357,-3.202630173416687
El Quijote,55.94340639911407,-3.202987050424793
Backtracks,55.94323080692884,-3.2025653122944013
Turkish Doner Inn,55.94320448359947,-3.2025004512598803
Cowan Print,55.94311621817369,-3.2023376031066237
vacant,55.942824472230534,-3.2018482282981857
Glamourize,55.9429132068603,-3.2019630551647214
The Yellow Deli,55.942948669444405,-3.2020121873249425
The Ventoux,55.94370376861592,-3.2029002022972155
My Big Fat Greek Restaurant,55.943668931559316,-3.202787041872167
Real Foods,55.94361628511096,-3.2026573181203375
My-Apartments,55.94356363852401,-3.2025275947195753
Mezbaan,55.94351981834163,-3.2024141566324116
Redbox 2 Go,55.943493338705586,-3.2023653017670233
Nina's Mini Market,55.94345818871492,-3.2022841555107946
Fortune Cookie,55.94332625863031,-3.2019918632216076
Cloisters Bar,55.94328228177875,-3.201894432899431
The Olive Branch,55.95858642124825,-3.1896668062749804
Broughton Place Hair and Beauty,55.95859602246613,-3.189603030444887
Tesco,55.96304274704141,-3.1962113322711336
Angela Carr,55.9635486091448,-3.1950094469364037
Edinburgh School of Lanague,55.963888269237735,-3.1942669865558426
Powderhall Arms,55.96428600906036,-3.1930937624658235
L'Antica,55.964547291896295,-3.1920925396700417
Edinburgh Nursery,55.96459313538068,-3.191997828898804
Broughton Convenience Store,55.964822196858364,-3.1915402870987704
The Edinburgh Nursery,55.96477604396696,-3.1916670297710037
Doggie Style,55.9654192339431,-3.190196902635469
Moriarti,55.96537354653148,-3.190275601905269
The Other Place,55.96253862353063,-3.196307912160387
Caf‚ Piccante,55.95695104240072,-3.187806720521339
Egg,55.957013458950534,-3.187856683295643
Mathers,55.95706689267169,-3.18790637104754
Greggs,55.95712915479358,-3.187972346397276
Ladbrokes,55.95717376005065,-3.1880057469643064
Real Foods,55.95731624975807,-3.1881382490432055
Treacle,55.957369528944156,-3.188203949936834
Firth of Froth,55.957476550499614,-3.188287315052083
vacant,55.95752208222055,-3.188224641741103
Union Gallery,55.957538966842975,-3.1883372792858835
Den of Iniquity,55.95776958511801,-3.1886486748380785
Essential Therapy,55.95904177030434,-3.190898129294662
Villeneuve Wines,55.95779622457435,-3.188681525999285
Smokestack,55.9578493489708,-3.1887632410139695
Artisan Roast,55.95790262781137,-3.1888289436748276
Broughton Property Management,55.95796458039929,-3.1889269471454993
Allan Hair,55.95803536118385,-3.189041239014523
Coco on Broughton,55.95807965706985,-3.189106666901122
The Edinburgh Nursery,55.95810629640023,-3.189139518640819
Asti,55.95813278117679,-3.189188383096804
Rapido,55.95818590522811,-3.1892700995166074
Council of British Pakistanis (Scotland),55.958239029223805,-3.1893518161605336
Barony Bar,55.958292153163875,-3.1894335330285823
Narcissus,55.95834527704832,-3.1895152501207558
Curiouser Curiouser,55.95856768258047,-3.189746319298133
Crombies of Edinburgh,55.95866572024344,-3.1898294156304146
Apple Pharmacy,55.95889664396525,-3.190108803181683
Lamesley bridal,55.958941093940865,-3.1901582207475223
Arthaus,55.95899437201182,-3.190223927184891
The Dragonfly,55.959029993830285,-3.1902570562203465
Cask & Barrel,55.95912803113155,-3.1903401548458277
n/a,55.95616892063018,-3.187846829668618
The Basement,55.957008518019656,-3.188369074147257
Bonsai,55.95711538502158,-3.188468451181881
Something Fishy,55.9571510073368,-3.188501576982452
Chequers,55.957186475182404,-3.188550715128296
Lifestyle Express,55.9572220974745,-3.1885838410657437
Broughton Newsagency,55.957897064509794,-3.189405396382047
Vino,55.957932377401896,-3.1894705488908075
Khushi,55.95797667305931,-3.1895359770891494
vacant,55.9580119858808,-3.1896011298505833
boombarbers,55.95810057701763,-3.1897319869644205
vacant,55.95812706155753,-3.1897808518144317
The Bangkok Bar,55.958144717906485,-3.189813428418173
Paige Conner,55.95818018521253,-3.1898625690280933
New Town Deli,55.958385088480874,-3.190045049472595
vacant,55.95841172755585,-3.1900779021149863
Phoenix,55.95844734941966,-3.190111030511661
Shamoon,55.95850914628738,-3.1902250502250653
Concrete Wardrobe,55.95853578531282,-3.190257903096704
Joey D,55.95857125243543,-3.1903070446111292
Joey D,55.95859804613352,-3.1903238847356494
L'Escargot Bleu,55.958642496025625,-3.1903733021615106
PICKLES OF BROUGHTON STREET,55.95862406632096,-3.1904207892186114
Nom de Plume,55.95872241295162,-3.1904718615587835
Colin Blaikie & Co.,55.958749051908825,-3.1905047147817402
Kathy's Knots,55.95877569085696,-3.190537568049962
The Vapour Lounge,55.95895302569138,-3.19078327932895
Outhouse,55.9573540016465,-3.1870182098053723
Ali & Son Newsagent,55.94484118601905,-3.0944072332582806
